,display,address,x,y,img_url
135,전태일 기념관,서울특별시 종로구 관수동 152-1,126.98929140000001,37.5684612,./전태일_기념관_116.JPG
129,정동1928 아트센터,서울특별시 중구 정동 1-23,126.97383459999999,37.56789570000001,./정동1928_아트센터_034.JPG
211,정릉,서울특별시 성북구 정릉동 508,127.0066769,37.6012266,./정릉_030.JPG
95,조형갤러리,서울특별시 종로구 인사동 194-27 태화빌딩 지하1층,126.984788,37.571933,./조형갤러리_051.JPG
107,종로신진시장,서울특별시 종로구 종로5가 225-21,127.0050229,37.5703847,./종로신진시장_062.JPG
250,종묘,서울특별시 종로구 훈정동 1-2,126.9939555,37.5758018,./종묘_095.JPG
6,좌동재래시장,부산광역시 해운대구 좌동 892,129.1746125,35.173217799999996,./좌동재래시장_056.JPG
124,중랑동부시장,서울특별시 중랑구 면목동 294-19,127.07695420000002,37.5922869,./중랑동부시장_017.JPG
209,중부시장,서울특별시 중구 오장동 139-11,127.00075679999999,37.565294,./중부시장_027.JPG
33,증권 박물관,경기도 고양시 일산동구 백석동 1328,126.7860815,37.6383767,./증권_박물관_028.JPG
35,증권박물관,경기도 고양시 일산동구 백석동 1328,126.7860815,37.6383767,./증권박물관_100.JPG
1,진위향교,경기도 평택시 진위면 봉남리 166,127.09488859999999,37.099140500000004,./진위향교_086.JPG
126,진흥종합시장,인천광역시 부평구 부평동 252-52,126.7267751,37.4969318,./진흥종합시장_083.JPG
176,짜장면박물관,인천광역시 중구 선린동 38-1,126.61821940000002,37.4748612,./짜장면박물관_008.JPG
70,창경궁,서울특별시 종로구 와룡동 2-1,126.994142,37.579495200000004,./창경궁_057.JPG
128,창덕궁,서울특별시 종로구 와룡동 2-71,126.9919376,37.582604100000005,./창덕궁_029.JPG
132,청담삼익시장,서울특별시 강남구 청담동 134-20,127.0577209,37.5225818,./청담삼익시장_037.JPG
57,청라호수공원,인천광역시 서구 청라동 106-2,126.6328092,37.5399695,./청라호수공원_084.JPG
145,초록공원,경기도 수원시 장안구 정자동,126.9873439,37.300268599999995,./초록공원_035.JPG
177,초연다구박물관,인천광역시 중구 송학동3가 5-38,126.6255832,37.472658700000004,./초연다구박물관_060.JPG
224,최규하대통령가옥,서울특별시 마포구 서교동,126.91495159999998,37.555280700000004,./최규하대통령가옥_014.JPG
42,캠프 라과디아 체육공원,경기도 의정부시 의정부동 253-6,127.0417545,37.7426854,./캠프_라과디아_체육공원_068.JPG
248,펄벅 기념관,경기도 부천시 심곡본동 566-9,126.78160120000001,37.4754732,./펄벅_기념관_067.JPG
67,펭귄시장,서울특별시 관악구 조원동 541-6,126.91096909999999,37.482848600000004,./펭귄시장_006.JPG
182,평화공원,부산광역시 남구 대연3동 677-1,129.1002,35.1263083,./평화공원_099.JPG
184,평화시장,서울특별시 중구 을지로6가 17-48,127.00714380000001,37.5693839,./평화시장_042.JPG
218,포마 자동차 디자인 미술관,경기도 고양시 덕양구 향동동 239,126.8964642,37.591818599999996,./포마_자동차_디자인_미술관_031.JPG
252,프라움 악기 박물관,경기도 남양주시 와부읍 도곡리 504-41,127.227396,37.5683619,./프라움_악기_박물관_113.JPG
223,필리핀군 참전 기념비,경기도 고양시 덕양구 관산동 산97-3,126.8729249,37.688367799999995,./필리핀군_참전_기념비_042.JPG
32,하남 덕풍전통 재래시장,경기도 하남시 덕풍동 326-9,127.2029624,37.541591700000005,./하남_덕풍전통_재래시장_067.JPG
113,하남역사박물관,경기도 하남시 덕풍동 694,127.20608030000001,37.545483700000005,./하남역사박물관_063.JPG
155,하늘공원,서울특별시 마포구 상암동 482,126.8850629,37.5675623,./하늘공원_094.JPG
149,한가람미술관,서울특별시 서초구 서초동 700,127.01272859999999,37.4798752,./한가람미술관_117.JPG
134,한국 등잔 박물관,경기도 용인시 처인구 모현읍 능원리 258-9,127.17780859999999,37.336599799999995,./한국_등잔_박물관_026.JPG
188,한국 만화박물관,경기도 부천시 상동 529-36,126.74216709999999,37.50856470000001,./한국_만화박물관_045.JPG
108,한국 카메라 박물관,경기도 과천시 막계동 330,127.0056553,37.4350564,./한국_카메라_박물관_057.JPG
98,한국근대문학관,인천광역시 중구 해안동2가 7 한국근대문학관,126.62100749999999,37.4726122,./한국근대문학관_040.JPG
18,한국기독교 100주년 기념탑,인천광역시 중구 항동1가,126.6165468,37.4734165,./한국기독교_100주년_기념탑_008.JPG
152,한국이민사박물관,인천광역시 중구 북성동1가 102-2 한국이민사박물관,126.6001999,37.4702597,./한국이민사박물관_079.JPG
5,한국항공대학교 우주박물관,경기도 고양시 덕양구 화전동 200-1,126.8656129,37.599929100000004,./한국항공대학교_우주박물관_111.JPG
